CustomerID,FirstName,LastName,BirthDate,Education,Occupation,Gender,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,YearlyIncome,BikeBuyer
16539,Christy,Li,1/11/1960 12:00:00 AM,Partial College,Manual,F,S,0,1,13180,0
16540,Theodore,Browning,9/15/1960 12:00:00 AM,Partial College,Manual,M,M,0,1,30362,1
16541,Micah,Hu,12/28/1960 12:00:00 AM,Partial College,Manual,M,S,0,1,33055,0
16542,Jésus,Ortega,6/9/1960 12:00:00 AM,Partial College,Manual,M,M,0,1,20933,0
16543,Jenny,McDonald,6/10/1960 12:00:00 AM,Partial College,Manual,F,M,0,1,26395,0
16545,Alicia,Pal,1/12/1959 12:00:00 AM,High School,Manual,F,M,1,1,23323,0
16546,Terrance,Jordan,8/28/1959 12:00:00 AM,Partial College,Manual,M,M,1,0,27445,0
16547,Jake,Yang,2/15/1958 12:00:00 AM,Partial College,Manual,M,M,1,0,16369,0
16548,Darren,Rubio,7/14/1960 12:00:00 AM,Bachelors,Clerical,M,M,0,0,69860,1
16549,Linda,Moreno,8/6/1959 12:00:00 AM,Bachelors,Clerical,F,S,0,0,49481,0
16550,Frederick,Madan,2/22/1959 12:00:00 AM,Bachelors,Clerical,M,M,0,0,55295,0
16551,Christy,Shan,11/14/1959 12:00:00 AM,Bachelors,Clerical,F,S,0,0,53382,1
16552,Joe,Sanchez,7/10/1959 12:00:00 AM,Bachelors,Clerical,M,M,0,0,60102,0
16553,Gabriella,Roberts,3/5/1959 12:00:00 AM,Graduate Degree,Clerical,F,M,0,0,65525,0
16554,Casey,Chander,8/17/1958 12:00:00 AM,Bachelors,Clerical,F,S,0,0,49567,0
16555,Mathew,Vazquez,6/21/1970 12:00:00 AM,High School,Manual,M,M,1,1,21224,0
16556,Angelica,Butler,1/6/1970 12:00:00 AM,Partial College,Manual,F,S,1,0,28554,0
16557,Derek,Chander,4/17/1970 12:00:00 AM,Partial College,Manual,M,S,1,0,21886,0
16558,Preston,Sara,4/17/1970 12:00:00 AM,Partial College,Manual,M,S,1,0,21256,0
16560,Kelvin,Sun,10/14/1970 12:00:00 AM,Bachelors,Clerical,M,S,0,0,82158,1
16561,Kurt,Yuan,12/6/1970 12:00:00 AM,Bachelors,Clerical,M,M,0,0,62003,0
16564,Susan,Wu,8/7/1969 12:00:00 AM,Partial College,Manual,F,S,1,0,28111,0
16565,Corey,Anand,4/8/1969 12:00:00 AM,Graduate Degree,Clerical,M,M,0,0,82192,0
16566,Ashlee,Shen,1/22/1969 12:00:00 AM,Graduate Degree,Clerical,F,S,0,0,56615,0
16567,Erick,Lopez,9/10/1969 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,0,0,68077,1
16568,Caroline,Coleman,2/13/1922 12:00:00 AM,Graduate Degree,Clerical,F,M,0,0,60432,0
16569,Colleen,Li,9/12/1952 12:00:00 AM,Partial College,Manual,F,S,2,0,21058,0
16570,Julie,She,3/20/1952 12:00:00 AM,Partial College,Manual,F,M,1,0,27920,0
16571,Audrey,Torres,9/9/1951 12:00:00 AM,Partial College,Manual,F,M,1,0,23909,0
16573,Ruben,Dominguez,2/10/1968 12:00:00 AM,Partial College,Manual,M,S,0,1,11846,0
16575,Veronica,Vance,9/3/1944 12:00:00 AM,Graduate Degree,Management,F,S,2,4,150352,0
16576,Corey,Beck,10/12/1946 12:00:00 AM,Partial College,Professional,M,S,2,0,118135,0
16577,Leah,Chen,4/3/1946 12:00:00 AM,Partial College,Professional,F,S,2,0,97143,1
16578,Stefanie,Weber,12/5/1946 12:00:00 AM,Bachelors,Management,F,S,4,3,103496,0
16579,Zachary,Davis,6/20/1953 12:00:00 AM,High School,Professional,M,M,1,3,101799,1
16580,Dawn,Chen,7/4/1954 12:00:00 AM,High School,Professional,F,M,2,4,80307,0
16583,Justin,Martinez,5/5/1954 12:00:00 AM,High School,Professional,M,M,3,4,112196,0
16587,Zachary,Martinez,9/11/1953 12:00:00 AM,Bachelors,Management,M,M,2,5,158042,0
16588,Andre,Martinez,4/3/1953 12:00:00 AM,Partial College,Professional,M,M,2,5,164262,1
16589,Martin,Suri,4/10/1953 12:00:00 AM,Partial College,Professional,M,M,2,5,159044,1
16590,Shawn,Deng,9/2/1953 12:00:00 AM,Bachelors,Management,M,M,3,5,166662,0
16591,Clarence,He,10/27/1953 12:00:00 AM,Bachelors,Management,M,M,4,4,168262,0
16592,Jacquelyn,Gomez,11/15/1952 12:00:00 AM,Partial College,Professional,F,M,2,1,84075,0
16593,Suzanne,He,1/5/1952 12:00:00 AM,Partial College,Professional,F,M,3,5,134678,1
16594,Andrew,Jones,3/4/1952 12:00:00 AM,Bachelors,Management,M,M,3,5,169262,1
16595,Cameron,Anderson,7/19/1952 12:00:00 AM,Bachelors,Management,M,M,3,5,168242,1
16596,Gabrielle,Carter,3/28/1951 12:00:00 AM,Partial High School,Skilled Manual,F,S,2,2,56860,1
16597,Kelli,Xu,3/15/1951 12:00:00 AM,Partial College,Professional,F,S,4,4,97953,1
16598,Kate,Rai,11/3/1951 12:00:00 AM,High School,Professional,F,S,3,5,131017,1
16599,Ramón,Cai,5/17/1950 12:00:00 AM,Bachelors,Management,M,M,3,5,166768,1
16600,Janet,Suarez,5/16/1948 12:00:00 AM,High School,Management,F,S,3,1,108936,0
16601,Tabitha,Rana,2/9/1948 12:00:00 AM,High School,Management,F,S,4,5,114905,1
16602,Jill,Travers,9/19/1948 12:00:00 AM,High School,Management,F,M,4,5,132087,0
16603,Scott,Seely,11/19/1947 12:00:00 AM,Partial High School,Professional,F,M,3,5,117582,1
16604,Roy,Serrano,1/4/1947 12:00:00 AM,High School,Management,M,M,4,5,159159,1
16605,Toni,Randall,11/10/1975 12:00:00 AM,Bachelors,Professional,F,M,4,0,86389,0
16606,Ricky,Blanco,11/9/1976 12:00:00 AM,Bachelors,Professional,M,S,3,0,104798,0
16607,Logan,Gonzales,8/27/1975 12:00:00 AM,Bachelors,Professional,M,M,3,0,101116,0
16608,Ricky,Martin,12/13/1975 12:00:00 AM,Bachelors,Professional,M,S,3,0,107684,1
16609,Gary,Jimenez,8/13/1974 12:00:00 AM,Bachelors,Professional,M,S,4,0,88169,0
16610,Sydney,Clark,6/23/1974 12:00:00 AM,Bachelors,Professional,F,M,4,0,85140,0
16611,Dylan,Rodriguez,1/16/1975 12:00:00 AM,Bachelors,Professional,M,S,3,0,135217,1
16612,Ebony,Ashe,8/22/1975 12:00:00 AM,Bachelors,Professional,F,S,2,0,117317,0
16613,Cassie,Sutton,4/8/1974 12:00:00 AM,Bachelors,Professional,F,M,4,0,86739,1
16614,Alison,Shen,9/22/1973 12:00:00 AM,Bachelors,Professional,F,M,3,0,109807,0
16615,Kaitlin,Patel,2/8/1973 12:00:00 AM,Bachelors,Professional,F,S,3,0,105363,0
16616,Kelvin,Liang,6/6/1974 12:00:00 AM,Bachelors,Professional,M,S,2,0,131136,1
16617,Alvin,Xie,2/6/1974 12:00:00 AM,High School,Management,M,M,1,5,113343,1
16619,Whitney,Perez,5/5/1974 12:00:00 AM,Partial High School,Professional,F,M,4,5,117946,1
16620,Cameron,Thompson,5/16/1973 12:00:00 AM,Bachelors,Professional,M,M,3,0,132025,1
16621,Birgit,Seidel,3/16/1973 12:00:00 AM,High School,Management,F,M,2,5,93115,1
16622,Byron,Navarro,5/15/1973 12:00:00 AM,High School,Management,M,S,2,5,125192,1
16623,Andres,Lal,9/4/1973 12:00:00 AM,Bachelors,Professional,M,S,4,5,173481,1
16624,Albert,Alvarez,7/27/1972 12:00:00 AM,Bachelors,Professional,M,S,3,0,145939,0
16625,Grant,Deng,5/22/1972 12:00:00 AM,High School,Management,M,M,2,5,111009,1
16626,Nathaniel,Morgan,7/18/1972 12:00:00 AM,High School,Management,M,S,3,5,117509,1
16627,Claudia,Chen,5/27/1971 12:00:00 AM,Bachelors,Professional,F,M,4,0,110807,0
16628,Francisco,Prasad,4/19/1971 12:00:00 AM,Bachelors,Professional,M,S,4,0,126067,1
16629,Rosa,Zheng,9/13/1972 12:00:00 AM,High School,Management,F,S,4,5,141290,1
16630,Jaime,Sutton,7/11/1972 12:00:00 AM,High School,Management,M,M,4,5,151654,1
16631,Haley,Ward,3/20/1971 12:00:00 AM,Bachelors,Professional,F,S,4,0,117825,0
16632,Ruben,Romero,5/17/1971 12:00:00 AM,High School,Management,M,S,3,5,128799,1
16633,Kelli,Becker,12/26/1971 12:00:00 AM,High School,Management,F,M,4,5,91272,1
16634,Jenny,Hu,2/16/1970 12:00:00 AM,Bachelors,Professional,F,M,4,0,108120,0
16635,Erick,Suri,2/14/1970 12:00:00 AM,Partial High School,Professional,M,M,4,5,113282,1
16637,Evan,King,8/19/1971 12:00:00 AM,High School,Management,M,M,4,5,153494,1
16638,Dennis,Ye,8/11/1971 12:00:00 AM,Partial High School,Professional,M,M,4,5,136220,0
16639,Renee,Romero,7/11/1971 12:00:00 AM,Partial High School,Professional,F,S,4,5,139064,1
16640,Colin,Lal,6/3/1971 12:00:00 AM,Partial High School,Management,M,M,4,5,161625,1
16641,Julia,Bailey,5/17/1941 12:00:00 AM,Bachelors,Management,F,S,2,0,64296,0
16642,Mason,Mitchell,11/7/1941 12:00:00 AM,Bachelors,Management,M,S,4,3,151620,1
16643,Fernando,Wilson,7/19/1941 12:00:00 AM,Graduate Degree,Management,M,S,4,2,180308,0
16644,Leonard,Goel,12/23/1941 12:00:00 AM,Graduate Degree,Management,M,M,2,3,177525,1
16645,Chelsea,Subram,10/18/1942 12:00:00 AM,Bachelors,Management,F,M,2,0,116831,0
16646,Xavier,Collins,10/25/1942 12:00:00 AM,Graduate Degree,Management,M,M,3,3,141215,0
16647,Anna,Alexander,10/18/1942 12:00:00 AM,Graduate Degree,Management,F,M,3,4,166125,1
16648,Rachel,Coleman,6/26/1942 12:00:00 AM,Bachelors,Management,F,M,4,3,144108,1
16649,Makayla,Stewart,2/7/1943 12:00:00 AM,Bachelors,Management,F,M,3,4,129460,0
16650,Kaitlyn,Green,9/3/1943 12:00:00 AM,Graduate Degree,Management,F,M,3,4,155748,1
16651,Abigail,Martinez,9/26/1943 12:00:00 AM,Bachelors,Management,F,M,3,4,133253,0
16652,Nicole,Richardson,8/6/1973 12:00:00 AM,Partial College,Skilled Manual,F,M,2,0,69500,0
16653,Isabella,Phillips,4/16/1973 12:00:00 AM,Partial College,Professional,F,M,2,0,79137,0
16654,Heather,Zhang,3/18/1973 12:00:00 AM,Partial College,Professional,F,M,2,0,75976,0
16655,Destiny,Taylor,3/26/1976 12:00:00 AM,Partial College,Professional,F,M,2,0,78787,0
16656,Ronnie,Zhang,5/10/1955 12:00:00 AM,High School,Skilled Manual,M,M,2,0,111775,1
16658,Ashlee,Raje,4/15/1955 12:00:00 AM,High School,Skilled Manual,F,S,2,0,97474,0
16659,Emily,Jones,12/3/1955 12:00:00 AM,High School,Skilled Manual,F,S,2,0,101277,1
16660,Lee,Blanco,6/3/1956 12:00:00 AM,High School,Skilled Manual,M,S,2,0,94379,0
16661,Shane,Raman,4/15/1956 12:00:00 AM,High School,Skilled Manual,M,S,2,0,89174,0
16662,Stacey,Gao,3/8/1957 12:00:00 AM,High School,Professional,F,S,2,0,71047,0
16663,Rosa,Lu,10/9/1957 12:00:00 AM,High School,Professional,F,S,2,0,84581,1
16664,Sophia,Nelson,6/17/1958 12:00:00 AM,Graduate Degree,Management,F,M,1,1,149505,0
16665,Linda,Suarez,6/25/1958 12:00:00 AM,Graduate Degree,Management,F,S,2,1,148273,1
16666,Taylor,Torres,4/9/1973 12:00:00 AM,Bachelors,Management,F,S,1,0,105698,0
16667,Allison,Sanchez,11/5/1974 12:00:00 AM,High School,Professional,F,S,2,0,38715,0
16668,Levi,Malhotra,7/18/1974 12:00:00 AM,High School,Professional,M,S,2,0,55825,1
16669,Benjamin,Martinez,3/24/1974 12:00:00 AM,Partial College,Professional,M,S,2,0,106375,0
16672,Nicole,Martinez,6/28/1974 12:00:00 AM,Partial College,Professional,F,S,2,0,72940,1
16673,Curtis,Guo,5/8/1974 12:00:00 AM,Partial College,Professional,M,S,2,0,94603,1
16674,Ricardo,Yuan,11/13/1959 12:00:00 AM,Graduate Degree,Management,M,M,3,1,179253,1
16675,Kristi,Arthur,6/17/1959 12:00:00 AM,Graduate Degree,Management,F,S,3,0,154433,0
16676,Amanda,Perry,3/26/1966 12:00:00 AM,Graduate Degree,Management,F,M,3,1,151273,1
16677,Jack,Hughes,8/14/1966 12:00:00 AM,Graduate Degree,Management,M,M,4,1,182120,1
16680,Carlos,Edwards,3/16/1963 12:00:00 AM,Bachelors,Professional,M,M,1,0,96260,0
16681,Louis,Chande,3/15/1967 12:00:00 AM,Bachelors,Professional,M,S,4,5,117210,1
16682,Kristy,Ramos,7/9/1967 12:00:00 AM,Bachelors,Professional,F,M,0,4,94730,0
16683,Christy,Rai,3/5/1967 12:00:00 AM,Bachelors,Professional,F,M,0,4,101155,1
16684,Joel,Perez,11/18/1962 12:00:00 AM,Bachelors,Professional,M,M,1,0,94800,1
16685,Robin,Dominguez,6/13/1962 12:00:00 AM,Bachelors,Professional,F,S,1,0,82261,0
16687,Lawrence,Romero,4/11/1961 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,87562,1
16688,Tabitha,Gomez,10/4/1961 12:00:00 AM,Partial College,Skilled Manual,F,S,1,0,57988,0
16691,Paula,Romero,11/6/1966 12:00:00 AM,Graduate Degree,Management,F,S,2,0,159471,0
16692,Jay,Diaz,4/17/1960 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,101889,0
16693,Ethan,Coleman,7/23/1960 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,79285,0
16694,Mandy,Sun,5/10/1960 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,82930,0
16696,Claudia,Zeng,2/11/1965 12:00:00 AM,Bachelors,Professional,F,S,1,0,79417,0
16697,Wyatt,Henderson,5/3/1965 12:00:00 AM,Bachelors,Professional,M,S,4,5,124337,1
16698,Mallory,Gill,8/9/1964 12:00:00 AM,Bachelors,Professional,F,S,1,0,93183,1
16699,Dominic,Kapoor,8/28/1959 12:00:00 AM,Bachelors,Professional,M,M,1,0,120763,1
16700,Billy,Gill,6/21/1963 12:00:00 AM,Bachelors,Professional,M,S,1,0,109416,1
16701,Laura,Zheng,7/17/1963 12:00:00 AM,Bachelors,Professional,F,S,2,0,76305,0
16702,Patricia,Raman,3/16/1962 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,73999,0
16703,Denise,Sanchez,5/5/1962 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,85760,0
16704,Karla,Chavez,6/2/1961 12:00:00 AM,Partial College,Skilled Manual,F,M,2,4,70264,0
16705,Jacqueline,Wood,7/11/1958 12:00:00 AM,Bachelors,Professional,F,M,2,4,103609,0
16706,Jenny,Shan,5/10/1958 12:00:00 AM,Bachelors,Professional,F,M,2,4,109553,1
16707,Derrick,Serrano,4/7/1958 12:00:00 AM,Bachelors,Professional,M,S,1,0,137949,0
16708,Kellie,Sanz,10/11/1958 12:00:00 AM,Bachelors,Management,F,S,1,0,102115,1
16709,Roy,Alvarez,6/16/1936 12:00:00 AM,Partial College,Clerical,M,M,2,0,61276,0
16710,Carla,Arthur,9/15/1960 12:00:00 AM,Partial College,Skilled Manual,F,M,3,4,50583,1
16711,Jorge,Zhao,2/2/1960 12:00:00 AM,Partial College,Skilled Manual,M,M,3,4,99994,1
16712,Suzanne,Lu,10/24/1956 12:00:00 AM,Partial College,Skilled Manual,F,S,1,0,82193,0
16713,Tony,Nara,11/6/1953 12:00:00 AM,Bachelors,Management,M,M,1,0,81307,0
16714,Dalton,Nicholls,8/10/1976 12:00:00 AM,High School,Skilled Manual,M,M,2,0,47522,0
16715,Katelyn,Ramirez,9/21/1976 12:00:00 AM,High School,Skilled Manual,F,M,2,0,29357,0
16716,Jose,Henderson,2/3/1976 12:00:00 AM,High School,Skilled Manual,M,S,2,0,49662,0
16717,Masaki,Umeda,4/11/1975 12:00:00 AM,High School,Skilled Manual,F,M,1,0,43452,0
16718,Gavin,Stone,7/26/1975 12:00:00 AM,High School,Skilled Manual,M,S,1,0,45519,0
16719,Trevor,Russell,1/11/1975 12:00:00 AM,High School,Skilled Manual,M,S,1,0,41834,0
16720,Morgan,Perry,11/17/1980 12:00:00 AM,High School,Skilled Manual,F,S,2,0,52144,0
16721,Xavier,Sanders,9/3/1980 12:00:00 AM,High School,Skilled Manual,M,M,2,0,45617,0
16722,Sean,Gray,6/27/1980 12:00:00 AM,High School,Skilled Manual,M,S,2,0,50323,1
16723,Barbara,Zhao,9/14/1980 12:00:00 AM,High School,Skilled Manual,F,M,2,0,62779,0
16725,Jacob,Williams,6/21/1980 12:00:00 AM,High School,Skilled Manual,M,M,2,0,60665,0
16726,Miguel,Wood,5/26/1979 12:00:00 AM,High School,Skilled Manual,M,M,2,0,44109,0
16727,Charles,Johnston,11/17/1980 12:00:00 AM,High School,Skilled Manual,M,S,2,0,56787,0
16728,Cole,Morris,1/21/1980 12:00:00 AM,High School,Skilled Manual,M,M,2,0,63725,0
16730,Mariah,Long,10/1/1937 12:00:00 AM,Partial College,Clerical,F,M,2,0,41369,0
16731,Nicole,White,2/9/1979 12:00:00 AM,Partial High School,Clerical,F,S,2,0,38881,1
16732,Natalie,Flores,6/25/1978 12:00:00 AM,High School,Skilled Manual,F,S,2,0,47416,1
16733,Douglas,Srini,9/6/1938 12:00:00 AM,Bachelors,Management,M,M,2,0,68883,0
16734,Emma,Martinez,3/23/1938 12:00:00 AM,Bachelors,Management,F,S,2,0,51132,0
16735,Melissa,Hayes,6/6/1977 12:00:00 AM,High School,Skilled Manual,F,S,2,0,38359,0
16736,Kelly,Alexander,9/20/1977 12:00:00 AM,High School,Skilled Manual,F,S,2,0,21824,0
16737,Steven,Selikoff,5/2/1979 12:00:00 AM,High School,Skilled Manual,F,S,2,0,43615,0
16738,Ramon,Lu,9/3/1939 12:00:00 AM,Partial College,Clerical,M,M,2,0,39793,0
16739,Cory,Weber,6/27/1939 12:00:00 AM,Bachelors,Management,M,M,2,0,70081,0
16740,Elijah,Li,10/26/1940 12:00:00 AM,Bachelors,Management,M,M,2,0,80395,0
16741,Alan,Xu,9/7/1940 12:00:00 AM,Bachelors,Management,M,M,2,0,72379,0
16743,Ariana,Stewart,5/20/1942 12:00:00 AM,Bachelors,Management,F,M,2,0,60469,0
16745,Krista,Moreno,11/24/1942 12:00:00 AM,Graduate Degree,Management,F,S,1,0,91467,0
16746,Brianna,Peterson,11/5/1976 12:00:00 AM,High School,Skilled Manual,F,S,2,0,41082,0
16747,Alexander,Davis,6/14/1975 12:00:00 AM,High School,Skilled Manual,M,S,2,0,59048,0
16748,Patrick,Peterson,6/1/1975 12:00:00 AM,High School,Skilled Manual,M,S,2,0,49765,1
16749,Aaron,Coleman,5/10/1974 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,59308,0
16750,Seth,Sanders,5/11/1974 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,49656,0
16751,Aaron,Scott,12/13/1973 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,97887,1
16752,Mason,Wright,2/27/1973 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,90527,0
16753,Rachel,Harris,2/23/1972 12:00:00 AM,Partial College,Skilled Manual,F,S,2,0,82133,0
16755,Olivia,James,7/26/1972 12:00:00 AM,Bachelors,Management,F,M,1,0,107359,0
16756,Richard,Allen,9/18/1968 12:00:00 AM,Bachelors,Management,M,M,1,0,117980,0
16757,Mackenzie,Cox,7/3/1967 12:00:00 AM,Graduate Degree,Management,F,M,0,1,155608,1
16758,Justin,Perry,11/18/1967 12:00:00 AM,Graduate Degree,Management,M,M,0,1,172193,1
16759,Jasmine,Bell,7/3/1967 12:00:00 AM,Graduate Degree,Management,F,M,1,1,151659,0
16760,Sydney,Alexander,8/11/1959 12:00:00 AM,Graduate Degree,Skilled Manual,F,S,0,0,82926,0
16761,Angel,Ward,12/12/1972 12:00:00 AM,Partial College,Clerical,M,S,1,4,38921,1
16762,Franklin,Ferrier,7/26/1972 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,59080,0
16763,Juan,Suarez,11/4/1973 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,85302,0
16764,Thomas,Davis,5/23/1973 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,65995,0
16765,Dalton,White,7/7/1973 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,72521,0
16766,Summer,Arun,8/4/1973 12:00:00 AM,Graduate Degree,Skilled Manual,F,S,0,0,62587,0
16767,Rafael,Liu,4/5/1973 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,67704,0
16768,Eduardo,Barnes,7/10/1973 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,75092,0
16769,Tyler,Walker,10/24/1971 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,96623,0
16770,Charles,Rogers,9/22/1971 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,1,101886,0
16771,Ian,Walker,12/24/1972 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,1,77270,1
16772,Morgan,Parker,1/15/1972 12:00:00 AM,Graduate Degree,Skilled Manual,F,M,0,1,56821,0
16773,David,Lal,11/6/1972 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,124329,0
16774,Eduardo,Perry,2/11/1972 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,0,0,104136,0
16775,Sarah,Russell,9/17/1972 12:00:00 AM,Graduate Degree,Professional,F,M,0,0,102382,1
16776,Dalton,Lewis,3/22/1970 12:00:00 AM,Bachelors,Skilled Manual,M,M,0,1,66525,0
16777,Cameron,Simmons,9/4/1944 12:00:00 AM,Bachelors,Management,M,M,2,0,121887,0
16778,Blake,Hayes,9/3/1944 12:00:00 AM,Graduate Degree,Management,M,S,2,0,114081,0
16779,Morgan,Watson,10/27/1944 12:00:00 AM,Bachelors,Management,F,M,2,0,86294,0
16780,Carlos,Bailey,9/24/1945 12:00:00 AM,Bachelors,Management,M,M,2,0,118037,0
16781,Dylan,Chen,6/18/1945 12:00:00 AM,Bachelors,Management,M,M,2,0,99754,0
16782,Lucas,Clark,2/21/1946 12:00:00 AM,Bachelors,Management,M,M,3,0,98221,0
16783,Grace,Barnes,12/7/1946 12:00:00 AM,Bachelors,Management,F,M,3,0,97646,0
16784,Chloe,Long,2/10/1946 12:00:00 AM,Bachelors,Management,F,M,3,0,94766,0
16785,Christian,Lee,8/12/1946 12:00:00 AM,Bachelors,Management,M,M,1,1,102212,0
16786,Lucas,Reed,9/24/1946 12:00:00 AM,Bachelors,Management,M,M,1,1,106724,0
16787,Nicole,Jackson,4/26/1946 12:00:00 AM,Bachelors,Management,F,S,1,1,90023,1
16788,Ronnie,Gao,4/14/1947 12:00:00 AM,Bachelors,Management,M,M,3,0,103575,0
16790,Hunter,Lopez,2/10/1947 12:00:00 AM,Bachelors,Management,M,M,3,0,98772,0
16791,Leonard,Yuan,5/7/1947 12:00:00 AM,Bachelors,Management,M,S,3,0,97240,1
16792,Maria,Torres,6/10/1947 12:00:00 AM,Bachelors,Management,F,M,3,0,76282,0
16793,Savannah,Hernandez,5/7/1947 12:00:00 AM,Bachelors,Management,F,S,0,1,96275,0
16794,Taylor,Cook,4/20/1947 12:00:00 AM,Bachelors,Management,F,M,0,1,100290,0
16795,Regina,Garcia,5/4/1947 12:00:00 AM,Bachelors,Management,F,M,1,1,97381,0
16796,Kaitlyn,Martin,6/5/1948 12:00:00 AM,Partial College,Professional,F,S,1,1,69375,1
16797,Evan,Reed,11/18/1948 12:00:00 AM,Partial College,Professional,M,M,1,1,106299,0
16798,Latasha,Martin,5/4/1948 12:00:00 AM,Bachelors,Management,F,M,0,1,95788,0
16799,Stephanie,Gonzales,10/7/1948 12:00:00 AM,Bachelors,Management,F,M,0,1,86292,0
16801,Jasmine,Henderson,1/22/1949 12:00:00 AM,Partial College,Professional,F,S,2,1,86648,1
16802,Lucas,Allen,7/12/1949 12:00:00 AM,Partial College,Professional,M,S,2,1,102634,1
16804,Adam,Zhang,12/20/1950 12:00:00 AM,High School,Professional,M,M,2,1,94532,0
16806,Louis,Zhao,8/4/1950 12:00:00 AM,Partial College,Professional,M,M,1,1,93022,0
16807,Virginia,Suri,10/5/1950 12:00:00 AM,Partial College,Professional,F,M,1,1,61557,0
16808,Jessica,Long,10/4/1950 12:00:00 AM,Partial College,Professional,F,M,1,2,72552,0
16809,Bailey,Sanders,6/24/1950 12:00:00 AM,Partial College,Professional,F,S,1,2,78362,1
16810,Michael,Rodriguez,9/1/1951 12:00:00 AM,High School,Professional,M,M,2,1,86234,0
16811,Luis,Zhang,4/19/1951 12:00:00 AM,Partial College,Professional,M,M,1,1,87479,0
16812,Alexa,Richardson,9/13/1951 12:00:00 AM,Partial College,Professional,F,M,2,1,82760,0
16813,Carson,Diaz,4/14/1951 12:00:00 AM,Partial College,Professional,M,M,2,1,98804,0
16814,Isabella,Collins,8/12/1951 12:00:00 AM,Partial College,Professional,F,S,1,2,67888,1
16815,Jacob,Brown,5/10/1951 12:00:00 AM,Partial College,Professional,M,M,1,2,103252,0
16816,Julia,Miller,3/11/1951 12:00:00 AM,Partial College,Professional,F,M,1,2,83527,1
16818,Gabrielle,Reed,2/3/1951 12:00:00 AM,Partial College,Professional,F,M,2,2,77999,0
16819,Dalton,Cox,7/3/1952 12:00:00 AM,Partial College,Professional,M,M,2,2,93669,1
16820,Isabella,Gray,1/13/1952 12:00:00 AM,Partial College,Professional,F,M,2,2,74934,0
16822,Marshall,Lin,11/28/1958 12:00:00 AM,Partial College,Professional,M,M,3,3,170255,1
16823,Stacy,Ruiz,7/20/1958 12:00:00 AM,Partial College,Professional,F,M,4,3,145975,1
16824,Randall,Munoz,5/17/1957 12:00:00 AM,High School,Professional,M,M,4,4,157132,0
16825,Susan,Zeng,8/4/1957 12:00:00 AM,High School,Professional,F,M,4,4,131120,1
16826,Roberto,Vazquez,11/12/1957 12:00:00 AM,Partial College,Professional,M,M,3,4,152705,0
16828,Logan,Mitchell,2/10/1956 12:00:00 AM,High School,Professional,M,M,2,4,164545,0
16829,Wayne,Lal,4/27/1956 12:00:00 AM,High School,Professional,M,M,2,4,153767,1
16830,Alexandra,Hall,10/21/1955 12:00:00 AM,Partial College,Professional,F,M,3,4,130406,1
16831,Theodore,Vazquez,5/12/1955 12:00:00 AM,Partial College,Professional,M,M,3,4,163232,1
16832,Isaiah,Parker,6/12/1932 12:00:00 AM,Graduate Degree,Management,M,S,2,0,125901,0
16833,Richard,Cooper,8/24/1932 12:00:00 AM,Graduate Degree,Management,M,M,1,0,148607,0
16834,Morgan,Peterson,7/21/1933 12:00:00 AM,Graduate Degree,Management,F,S,2,0,62285,0
16835,Noah,Nelson,10/14/1933 12:00:00 AM,Graduate Degree,Management,M,M,2,0,112803,0
16836,David,Thomas,11/22/1965 12:00:00 AM,Partial College,Professional,M,M,3,4,121279,1
16837,Elizabeth,Jackson,10/23/1965 12:00:00 AM,Partial College,Professional,F,M,3,4,111758,1
16839,Julia,Ross,6/19/1965 12:00:00 AM,Graduate Degree,Management,F,M,2,0,143874,1
16841,James,Turner,11/16/1964 12:00:00 AM,Partial College,Professional,M,M,1,3,121854,1
16842,Jenny,Yang,4/9/1964 12:00:00 AM,Bachelors,Management,F,M,4,2,136611,0
16843,Jimmy,Ramos,2/16/1964 12:00:00 AM,Graduate Degree,Management,M,S,2,2,182585,1
16844,Emma,Robinson,7/25/1964 12:00:00 AM,Bachelors,Management,F,M,2,1,143284,0
16845,Andrea,Adams,9/15/1964 12:00:00 AM,Graduate Degree,Management,F,S,3,0,155004,1
